City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
63,Sembabule,UG,-0.0772,31.4567,289.14,84,14,1.61,few clouds
64,Sisimiut,GL,66.9395,-53.6735,277.27,57,68,9.98,broken clouds
65,Tiznit,MA,29.5833,-9.5,294.78,64,84,0.64,broken clouds
66,Salalah,OM,17.0151,54.0924,300.09,82,100,1.21,overcast clouds
67,Dikson,RU,73.5069,80.5464,271.8,97,100,5.88,light snow
68,Belaya Gora,RU,68.5333,146.4167,283.2,47,13,5.83,few clouds
69,Avarua,CK,-21.2078,-159.775,300.18,83,75,4.63,light rain
70,Ridgecrest,US,35.6225,-117.6709,310.2,10,1,2.68,clear sky
71,Leningradskiy,RU,69.3833,178.4167,274.25,84,100,4.32,overcast clouds
72,Albany,US,42.6001,-73.9662,299.63,42,100,2.01,overcast clouds
73,Tuktoyaktuk,CA,69.4541,-133.0374,275.15,75,75,3.6,broken clouds
74,Cabra,ES,37.4725,-4.4421,297.41,20,93,1.11,overcast clouds
75,Upernavik,GL,72.7868,-56.1549,273.33,81,6,5.42,clear sky
76,Karratha,AU,-20.7377,116.8463,292.43,52,5,6.78,clear sky
77,Darhan,MN,49.4867,105.9228,288.02,60,98,1.92,overcast clouds
78,Narsaq,GL,60.9167,-46.05,279.86,84,100,2.31,overcast clouds
79,Terrace,CA,54.5163,-128.6035,289.1,51,75,2.57,broken clouds
80,Kenora,CA,49.8167,-94.4337,293.69,34,75,5.14,broken clouds
81,Dalby,AU,-27.1833,151.2667,279.25,87,71,2.97,broken clouds
82,Yantal,RU,56.8471,105.2542,282.96,91,96,3.83,overcast clouds
83,Payo,ID,-3.7508,103.6372,294.65,97,89,0.85,overcast clouds
84,Norman Wells,CA,65.282,-126.8329,286.17,58,75,4.12,broken clouds
85,Aquiraz,BR,-3.9014,-38.3911,301.03,80,8,2.65,clear sky
86,Tabou,CI,4.423,-7.3528,297.71,88,100,3.76,moderate rain
87,Kailua,US,21.4022,-157.7394,302.63,68,20,4.12,few clouds
88,Mozarlandia,BR,-14.7447,-50.5706,300.8,32,25,1.59,scattered clouds
89,Faya,SA,18.3851,42.4509,294.21,28,9,0.96,clear sky
90,Chokurdakh,RU,70.6333,147.9167,278.39,59,19,6.5,few clouds
91,Sao Joao Da Barra,BR,-21.6403,-41.0511,297.2,72,27,6.1,scattered clouds
92,Punta Arenas,CL,-53.15,-70.9167,276.16,93,75,3.09,light rain
93,Flinders,AU,-34.5833,150.8552,283.92,66,6,2.24,clear sky
94,Bodden Town,KY,19.2833,-81.25,304.15,78,75,4.63,broken clouds
95,Bilibino,RU,68.0546,166.4372,276.98,55,79,5.38,broken clouds
96,Itoman,JP,26.1247,127.6694,296.16,96,75,3.09,light rain
97,Bud,US,39.447,-86.1758,299.12,81,100,5.52,overcast clouds
98,Talnakh,RU,69.4865,88.3972,274.38,62,86,3.6,overcast clouds
99,Laje,BR,-10.1833,-40.9667,294.71,63,53,5.72,broken clouds
100,Dargaville,NZ,-35.9333,173.8833,286.16,93,97,2.06,overcast clouds
101,Krasnoselkup,RU,65.7,82.4667,275.45,54,98,2.56,overcast clouds
102,Saint-Philippe,RE,-21.3585,55.7679,293.92,78,58,3.55,broken clouds
103,Yulara,AU,-25.2406,130.9889,281.2,62,35,4.24,scattered clouds
104,Vila Velha,BR,-20.3297,-40.2925,296.12,77,0,3.09,clear sky
105,Tasiilaq,GL,65.6145,-37.6368,275.81,63,100,1.41,overcast clouds
106,San Felipe,VE,10.3399,-68.7425,301.31,69,95,1.32,overcast clouds
107,Maputo,MZ,-25.9653,32.5892,291.61,76,0,2.06,clear sky
108,Puerto Ayora,EC,-0.7393,-90.3518,297.13,92,82,5.36,broken clouds
109,Martapura,ID,-3.4167,114.85,297.2,100,100,1.03,overcast clouds
110,Praia Da Vitoria,PT,38.7333,-27.0667,295.29,78,40,4.07,scattered clouds
111,Constitucion,CL,-35.3333,-72.4167,286.08,89,81,2.84,broken clouds
112,Sao Filipe,CV,14.8961,-24.4956,297.12,79,1,5.31,clear sky
113,Uvira,CD,-3.4067,29.1458,295.42,77,39,1.24,scattered clouds
114,Lanxi,CN,29.2195,119.477,293.38,81,100,0.55,overcast clouds
115,Qaanaaq,GL,77.484,-69.3632,272.82,90,100,0.52,light snow
116,Muli,MV,2.9167,73.5667,300.93,75,99,4.31,overcast clouds
117,Brighton,GB,50.8284,-0.1395,287.82,88,56,1.79,broken clouds
118,Bethel,US,41.3712,-73.414,301.12,38,59,0.89,broken clouds
119,Wangqing,CN,43.3218,129.7634,281.12,93,100,0.87,overcast clouds
120,Caborca,MX,30.5838,-111.101,309.26,10,0,4.55,clear sky
121,Severo-Kurilsk,RU,50.6789,156.125,280.12,84,99,1.31,overcast clouds
122,San Patricio,US,28.017,-97.5169,307.2,43,0,9.38,clear sky
123,Suez,EG,29.9737,32.5263,296.99,62,83,4.16,broken clouds
124,Odweyne,SO,9.4092,45.064,295.72,66,100,2.53,overcast clouds
125,Ayodhya,IN,26.8,82.2,305.6,27,3,3.39,clear sky
126,Soyo,AO,-6.1349,12.3689,296.68,89,99,2.76,overcast clouds
127,Uyuni,BO,-20.4597,-66.825,281.98,28,3,5.49,clear sky
128,Miracatu,BR,-24.2814,-47.4597,294.39,83,100,1.07,overcast clouds
129,Kupang,ID,-10.1667,123.5833,298.24,87,71,3.64,broken clouds
130,Kosh-Agach,RU,50.0,88.6667,278.85,46,94,1.12,overcast clouds
131,Ponta Delgada,PT,37.7333,-25.6667,292.55,94,75,8.75,broken clouds
132,Ostrovnoy,RU,68.0531,39.5131,278.24,95,99,5.58,overcast clouds
133,Ketchikan,US,55.3422,-131.6461,285.12,82,100,2.18,light rain
134,Karimnagar,IN,18.4333,79.15,302.81,47,94,8.05,overcast clouds
135,Mitzic,GA,0.7821,11.549,293.48,96,97,1.06,light rain
136,Cherskiy,RU,68.75,161.3,277.91,52,34,4.57,scattered clouds
137,Paita,PE,-5.0892,-81.1144,293.67,72,4,7.4,clear sky
138,Hanmer Springs,NZ,-42.5167,172.8167,281.59,87,100,2.95,light rain
139,Fergus Falls,US,46.283,-96.0776,295.46,37,0,2.06,clear sky
140,Hilo,US,19.7297,-155.09,305.53,80,0,3.13,clear sky
141,Farmington,US,36.7281,-108.2187,305.8,16,4,3.13,clear sky
142,Saldanha,ZA,-33.0117,17.9442,288.18,38,71,3.9,broken clouds
143,Piracuruca,BR,-3.9281,-41.7092,297.5,87,45,1.81,scattered clouds
144,Envira,BR,-7.3,-70.2167,299.7,83,99,0.48,overcast clouds
145,Boshnyakovo,RU,49.6333,142.1667,282.91,65,18,0.92,few clouds
146,Komsomolskiy,UZ,40.4272,71.7189,296.55,35,6,4.12,clear sky
147,Ahipara,NZ,-35.1667,173.1667,287.77,91,82,2.5,broken clouds
148,Kulhudhuffushi,MV,6.6221,73.07,301.14,77,94,6.8,overcast clouds
149,Windhoek,NA,-22.5594,17.0832,283.77,50,0,2.06,clear sky
150,Poum,NC,-20.2333,164.0167,297.89,72,89,4.88,overcast clouds
151,Jiuquan,CN,39.7432,98.5174,289.65,28,1,0.97,clear sky
152,Torbay,CA,47.6666,-52.7314,288.58,51,75,3.6,broken clouds
153,Medeiros Neto,BR,-17.3739,-40.2206,292.82,66,16,2.8,few clouds
154,Russell,US,32.3502,-85.1999,304.88,55,84,0.91,broken clouds
155,Hamilton,US,39.1834,-84.5333,298.2,94,75,8.23,thunderstorm
156,San Miguel De Cauri,PE,-10.1,-76.5833,284.26,68,69,2.6,broken clouds
157,Ibra,OM,22.6906,58.5334,300.51,58,10,0.84,clear sky
158,Atuona,PF,-9.8,-139.0333,298.76,74,14,6.19,few clouds
159,Ribeira Grande,PT,38.5167,-28.7,292.37,94,75,6.17,broken clouds
160,Port Elizabeth,ZA,-33.918,25.5701,283.31,76,0,2.06,clear sky
161,Thatta,PK,24.7475,67.9235,300.16,79,0,8.34,clear sky
162,Lobito,AO,-12.3481,13.5456,296.54,57,83,1.58,broken clouds
163,Tarnobrzeg,PL,50.573,21.6794,292.5,55,97,2.97,overcast clouds
164,Bluff,NZ,-46.6,168.3333,281.37,73,100,5.54,overcast clouds
165,Nikolskoye,RU,59.7035,30.7861,284.09,75,16,1.85,few clouds
166,Chapeco,BR,-27.0964,-52.6183,288.01,100,75,2.57,moderate rain
167,Kaitangata,NZ,-46.2817,169.8464,282.77,66,100,1.81,light rain
168,Vanimo,PG,-2.6741,141.3028,297.79,89,59,1.68,broken clouds
169,Chuy,UY,-33.6971,-53.4616,284.96,90,100,3.07,overcast clouds
170,Lakefield,US,43.6775,-95.1717,294.99,63,40,5.14,scattered clouds
171,Agadez,NE,19.75,10.25,305.35,20,87,8.18,overcast clouds
172,Zhuzhou,CN,27.8333,113.15,298.22,91,93,0.35,overcast clouds
173,Ulladulla,AU,-35.35,150.4667,283.65,61,6,5.95,clear sky
174,Tuatapere,NZ,-46.1333,167.6833,281.82,79,100,2.71,overcast clouds
175,Hualmay,PE,-11.0964,-77.6139,292.65,79,42,3.55,scattered clouds
176,Luena,AO,-11.7833,19.9167,284.69,53,100,2.29,overcast clouds
177,San Cristobal,VE,7.7669,-72.225,301.25,52,52,2.78,broken clouds
178,Mnogovershinnyy,RU,53.9353,139.9242,287.58,61,88,0.51,overcast clouds
179,Kensington,AU,-33.9167,151.2167,284.89,64,20,9.77,few clouds
180,Ribeira Brava,PT,32.65,-17.0667,294.82,85,92,0.95,overcast clouds
181,Buzmeyin,TM,38.0507,58.2056,298.0,31,0,2.06,clear sky
182,Lagoa,PT,39.05,-27.9833,291.39,93,65,9.53,broken clouds
183,Shingu,JP,33.7333,135.9833,291.46,89,19,2.51,few clouds
184,Itigi,TZ,-5.7,34.4833,289.15,78,32,3.09,scattered clouds
185,Boguchany,RU,58.3814,97.4531,277.42,95,100,4.93,overcast clouds
186,Tete,MZ,-16.1564,33.5867,296.2,60,40,4.63,scattered clouds
187,Mahebourg,MU,-20.4081,57.7,294.31,83,20,1.03,few clouds
188,Macusani,PE,-14.0833,-70.4333,278.51,78,80,2.39,broken clouds
189,Pisco,PE,-13.7,-76.2167,294.18,68,0,4.12,clear sky
190,Santa Helena De Goias,BR,-17.8136,-50.5969,297.53,41,14,0.86,few clouds
191,Rabo De Peixe,PT,37.8,-25.5833,291.88,94,75,8.75,broken clouds
192,San Andres,CO,12.5847,-81.7006,301.16,83,75,1.03,broken clouds
193,Koryukivka,UA,51.7688,32.2481,286.57,83,39,1.62,scattered clouds
194,Esperance,AU,-33.8667,121.9,286.51,62,100,2.27,overcast clouds
195,Marquette,US,46.5333,-87.6335,287.84,91,92,4.29,overcast clouds
196,Tommot,RU,58.9564,126.2925,290.03,69,53,0.73,broken clouds
197,Tucupita,VE,9.0622,-62.051,298.28,89,89,2.77,overcast clouds
198,Cockburn Town,TC,21.4612,-71.1419,300.39,81,48,5.48,scattered clouds
199,Sept-Iles,CA,50.2001,-66.3821,290.44,49,75,5.66,broken clouds
200,Sayyan,YE,15.1718,44.3244,290.98,40,76,0.77,broken clouds
201,Deputatskiy,RU,69.3,139.9,283.38,42,14,5.41,few clouds
202,Salo,IT,45.6086,10.531,299.2,76,80,1.21,broken clouds
203,Longyearbyen,SJ,78.2186,15.6401,280.06,65,75,6.69,broken clouds
204,Acajutla,SV,13.5928,-89.8275,299.35,86,100,3.92,overcast clouds
205,Barra Patuca,HN,15.8,-84.2833,302.84,72,99,6.09,overcast clouds
206,Taunggyi,MM,20.7833,97.0333,290.61,95,100,1.38,overcast clouds
207,Staryy Nadym,RU,65.6118,72.6842,276.67,75,37,4.12,scattered clouds
208,Tarko-Sale,RU,64.9225,77.785,277.25,59,94,2.43,overcast clouds
209,Neryungri,RU,56.6709,124.6491,288.55,63,22,1.01,few clouds
210,Provideniya,RU,64.3833,-173.3,277.21,81,0,4.0,clear sky
211,Hofn,IS,64.2539,-15.2082,279.46,78,100,3.02,overcast clouds
212,Kavaratti,IN,10.5669,72.642,301.7,77,100,7.94,overcast clouds
213,Achit,RU,56.7985,57.8994,284.94,96,100,4.3,light rain
214,Georgetown,MY,5.4112,100.3354,299.11,99,40,1.54,scattered clouds
215,Kashi,CN,39.4547,75.9797,295.71,30,40,1.0,scattered clouds
216,Viedma,AR,-40.8135,-62.9967,288.27,44,45,4.7,scattered clouds
217,Auki,SB,-8.7676,160.7034,299.28,82,8,1.82,clear sky
218,Marshall,US,34.3834,-86.3333,301.99,71,100,6.69,overcast clouds
219,Arraial Do Cabo,BR,-22.9661,-42.0278,297.07,53,0,4.63,clear sky
220,Manadhoo,MV,5.7667,73.3833,301.19,77,100,5.96,overcast clouds
221,Olafsvik,IS,64.8945,-23.7142,282.12,78,100,4.62,light rain
222,Sakakah,SA,29.9697,40.2064,306.91,15,94,4.05,overcast clouds
223,Umm Lajj,SA,25.0213,37.2685,303.03,46,0,3.36,clear sky
224,Tautira,PF,-17.7333,-149.15,299.79,73,32,8.1,light rain
225,Araioses,BR,-2.89,-41.9031,297.14,100,100,4.63,overcast clouds
226,Sri Aman,MY,1.2376,111.4621,295.18,100,82,0.0,broken clouds
227,Cabo San Lucas,MX,22.8909,-109.9124,304.6,58,48,3.98,scattered clouds
228,Comodoro Rivadavia,AR,-45.8667,-67.5,283.07,37,0,4.12,clear sky
229,Terra Santa,BR,-2.1042,-56.4869,298.18,94,77,1.16,broken clouds
230,Kalmeshwar,IN,21.2333,78.9,305.94,26,99,6.69,overcast clouds
231,Chapais,CA,49.7834,-74.8492,292.03,49,99,2.36,overcast clouds
232,Remedios,CU,22.4947,-79.5458,304.22,61,96,5.04,overcast clouds
233,Neiafu,TO,-18.65,-173.9833,298.53,78,20,2.57,few clouds
234,Isangel,VU,-19.55,169.2667,297.75,74,6,3.19,clear sky
235,Kununurra,AU,-15.7667,128.7333,299.14,65,84,2.57,broken clouds
236,Linjiang,CN,41.8069,126.9078,285.54,85,100,0.93,overcast clouds
237,Gat,IL,31.61,34.7642,296.7,100,15,1.29,few clouds
238,Buta,CD,2.7858,24.73,295.2,83,22,0.33,few clouds
239,Iralaya,HN,15.0,-83.2333,302.58,70,94,4.61,overcast clouds
240,Penzance,GB,50.1186,-5.5371,287.39,93,100,5.2,overcast clouds
241,Tocopilla,CL,-22.092,-70.1979,293.27,65,2,3.18,clear sky
242,Kyren,RU,51.6828,102.1408,279.25,97,100,1.6,overcast clouds
243,Fortuna,US,40.5982,-124.1573,290.89,78,100,6.17,overcast clouds
244,Rio Grande,BR,-32.035,-52.0986,289.21,91,100,4.52,overcast clouds
245,Torit,SS,4.4133,32.5678,296.39,67,99,1.13,light rain
246,Port Lincoln,AU,-34.7333,135.8667,286.67,65,98,8.11,overcast clouds
247,Gbadolite,CD,4.2833,21.0167,296.05,88,54,0.87,broken clouds
248,Suamico,US,44.6319,-88.0393,289.2,88,97,2.24,overcast clouds
249,Esperanca,BR,-7.0331,-35.8572,294.36,96,21,4.5,few clouds
250,Dzerzhinskoye,RU,56.8344,95.2283,277.43,89,100,4.83,overcast clouds
251,Ghanzi,BW,-21.5667,21.7833,283.9,59,0,3.33,clear sky
252,Cape Town,ZA,-33.9258,18.4232,294.33,50,44,0.89,scattered clouds
253,Walvis Bay,NA,-22.9575,14.5053,297.09,30,0,3.6,clear sky
254,Ternovskaya,RU,45.8542,40.4086,290.8,63,76,5.14,broken clouds
255,Tres Passos,BR,-27.4556,-53.9319,289.27,98,100,1.75,moderate rain
256,Srednekolymsk,RU,67.45,153.6833,277.84,55,25,6.15,scattered clouds
257,Quatre Cocos,MU,-20.2078,57.7625,294.21,80,4,5.61,clear sky
258,Aleksandrovskoye,RU,44.7142,43.0008,290.77,71,78,1.72,broken clouds
259,Tanout,NE,14.9709,8.8879,303.12,30,97,3.48,overcast clouds
260,Sorland,NO,67.667,12.6934,280.07,72,58,10.51,broken clouds
261,Lata,PT,40.1629,-8.3327,289.42,97,92,1.23,overcast clouds
262,Srivardhan,IN,18.0333,73.0167,301.08,83,98,0.2,overcast clouds
263,Pascagoula,US,30.3658,-88.5561,305.68,71,1,4.08,clear sky
264,Harper,LR,4.375,-7.7169,297.75,89,100,4.11,moderate rain
265,Port Angeles,US,48.1181,-123.4307,290.21,81,100,4.02,overcast clouds
266,Faanui,PF,-16.4833,-151.75,300.27,73,13,8.79,light rain
267,Padang,ID,-0.9492,100.3543,296.18,87,100,1.94,overcast clouds
268,Denpasar,ID,-8.65,115.2167,298.96,89,20,3.09,few clouds
269,Aswan,EG,24.0934,32.907,307.76,16,0,3.09,clear sky
270,Road Town,VG,18.4167,-64.6167,303.17,70,40,4.12,scattered clouds
271,Yokadouma,CM,3.5167,15.05,293.45,98,43,0.68,moderate rain
272,Guerrero Negro,MX,27.9769,-114.0611,294.72,67,39,9.19,scattered clouds
273,Rio Gallegos,AR,-51.6226,-69.2181,280.18,33,40,6.69,scattered clouds
274,Svetlogorsk,BY,52.6333,29.7333,287.11,81,100,1.79,overcast clouds
275,Yarada,IN,17.65,83.2667,299.33,94,75,1.03,mist
276,San Quintin,MX,30.4833,-115.95,294.07,72,4,8.42,clear sky
277,Zvolen,SK,48.5744,19.1532,293.54,88,63,1.54,broken clouds
278,Khatanga,RU,71.9667,102.5,277.06,77,48,3.12,scattered clouds
279,Alofi,NU,-19.0595,-169.9187,297.09,88,75,1.03,broken clouds
280,Chitral,PK,35.8462,71.7858,295.71,46,87,1.64,overcast clouds
281,Polyarnyy,RU,69.1989,33.4478,278.31,83,29,0.54,scattered clouds
282,Tingi,TZ,-11.3,35.0333,285.73,94,100,1.07,overcast clouds
283,Newry,GB,54.1784,-6.3374,286.54,82,100,0.08,overcast clouds
284,Caiaponia,BR,-16.9567,-51.8103,296.99,41,8,1.64,clear sky
285,Haines Junction,CA,60.7522,-137.5108,295.12,35,94,2.06,overcast clouds
286,Grand Gaube,MU,-20.0064,57.6608,294.37,79,5,1.34,clear sky
287,Lavrentiya,RU,65.5833,-171.0,278.41,66,95,0.86,overcast clouds
288,Hasaki,JP,35.7333,140.8333,289.42,90,100,10.18,overcast clouds
289,Emerald,AU,-23.5333,148.1667,286.23,100,100,3.09,overcast clouds
290,Dingle,PH,10.9995,122.6711,297.45,88,66,1.13,broken clouds
291,Yarmouth,US,41.7057,-70.2286,297.02,54,65,0.45,broken clouds
292,Goderich,CA,43.7501,-81.7165,289.21,94,100,3.09,moderate rain
293,Aklavik,CA,68.2191,-135.0107,282.38,49,33,3.37,scattered clouds
294,Clyde River,CA,70.4692,-68.5914,277.28,75,40,3.09,scattered clouds
295,Muroto,JP,33.2833,134.15,293.98,69,16,6.29,few clouds
296,Te Anau,NZ,-45.4167,167.7167,281.64,88,92,2.74,overcast clouds
297,Tibagi,BR,-24.5094,-50.4136,290.03,96,100,1.35,overcast clouds
298,Mandan,US,46.8267,-100.8896,288.71,63,20,1.54,few clouds
299,Slupca,PL,52.2873,17.8719,289.37,92,65,1.86,broken clouds
300,Wewak,PG,-3.5534,143.6268,298.76,84,86,0.93,overcast clouds
