City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
180,Ribeira Brava,PT,294.82,overcast clouds,32.65,-17.0667,
181,Buzmeyin,TM,298.0,clear sky,38.0507,58.2056,
182,Lagoa,PT,291.39,broken clouds,39.05,-27.9833,
183,Shingu,JP,291.46,few clouds,33.7333,135.9833,
184,Itigi,TZ,289.15,scattered clouds,-5.7,34.4833,
185,Boguchany,RU,277.42,overcast clouds,58.3814,97.4531,
186,Tete,MZ,296.2,scattered clouds,-16.1564,33.5867,
187,Mahebourg,MU,294.31,few clouds,-20.4081,57.7,
188,Macusani,PE,278.51,broken clouds,-14.0833,-70.4333,
189,Pisco,PE,294.18,clear sky,-13.7,-76.2167,
190,Santa Helena De Goias,BR,297.53,few clouds,-17.8136,-50.5969,
191,Rabo De Peixe,PT,291.88,broken clouds,37.8,-25.5833,
193,Koryukivka,UA,286.57,scattered clouds,51.7688,32.2481,
194,Esperance,AU,286.51,overcast clouds,-33.8667,121.9,
195,Marquette,US,287.84,overcast clouds,46.5333,-87.6335,
196,Tommot,RU,290.03,broken clouds,58.9564,126.2925,
197,Tucupita,VE,298.28,overcast clouds,9.0622,-62.051,
199,Sept-Iles,CA,290.44,broken clouds,50.2001,-66.3821,
200,Sayyan,YE,290.98,broken clouds,15.1718,44.3244,
201,Deputatskiy,RU,283.38,few clouds,69.3,139.9,
202,Salo,IT,299.2,broken clouds,45.6086,10.531,
203,Longyearbyen,SJ,280.06,broken clouds,78.2186,15.6401,
204,Acajutla,SV,299.35,overcast clouds,13.5928,-89.8275,
206,Taunggyi,MM,290.61,overcast clouds,20.7833,97.0333,
207,Staryy Nadym,RU,276.67,scattered clouds,65.6118,72.6842,
208,Tarko-Sale,RU,277.25,overcast clouds,64.9225,77.785,
209,Neryungri,RU,288.55,few clouds,56.6709,124.6491,
210,Provideniya,RU,277.21,clear sky,64.3833,-173.3,
211,Hofn,IS,279.46,overcast clouds,64.2539,-15.2082,
213,Achit,RU,284.94,light rain,56.7985,57.8994,
214,Georgetown,MY,299.11,scattered clouds,5.4112,100.3354,
215,Kashi,CN,295.71,scattered clouds,39.4547,75.9797,
216,Viedma,AR,288.27,scattered clouds,-40.8135,-62.9967,
217,Auki,SB,299.28,clear sky,-8.7676,160.7034,
219,Arraial Do Cabo,BR,297.07,clear sky,-22.9661,-42.0278,
221,Olafsvik,IS,282.12,light rain,64.8945,-23.7142,
224,Tautira,PF,299.79,light rain,-17.7333,-149.15,
225,Araioses,BR,297.14,overcast clouds,-2.89,-41.9031,
226,Sri Aman,MY,295.18,broken clouds,1.2376,111.4621,
228,Comodoro Rivadavia,AR,283.07,clear sky,-45.8667,-67.5,
229,Terra Santa,BR,298.18,broken clouds,-2.1042,-56.4869,
231,Chapais,CA,292.03,overcast clouds,49.7834,-74.8492,
233,Neiafu,TO,298.53,few clouds,-18.65,-173.9833,
234,Isangel,VU,297.75,clear sky,-19.55,169.2667,
235,Kununurra,AU,299.14,broken clouds,-15.7667,128.7333,
236,Linjiang,CN,285.54,overcast clouds,41.8069,126.9078,
237,Gat,IL,296.7,few clouds,31.61,34.7642,
238,Buta,CD,295.2,few clouds,2.7858,24.73,
240,Penzance,GB,287.39,overcast clouds,50.1186,-5.5371,
241,Tocopilla,CL,293.27,clear sky,-22.092,-70.1979,
242,Kyren,RU,279.25,overcast clouds,51.6828,102.1408,
243,Fortuna,US,290.89,overcast clouds,40.5982,-124.1573,
244,Rio Grande,BR,289.21,overcast clouds,-32.035,-52.0986,
245,Torit,SS,296.39,light rain,4.4133,32.5678,
246,Port Lincoln,AU,286.67,overcast clouds,-34.7333,135.8667,
247,Gbadolite,CD,296.05,broken clouds,4.2833,21.0167,
248,Suamico,US,289.2,overcast clouds,44.6319,-88.0393,
249,Esperanca,BR,294.36,few clouds,-7.0331,-35.8572,
250,Dzerzhinskoye,RU,277.43,overcast clouds,56.8344,95.2283,
251,Ghanzi,BW,283.9,clear sky,-21.5667,21.7833,
252,Cape Town,ZA,294.33,scattered clouds,-33.9258,18.4232,
254,Ternovskaya,RU,290.8,broken clouds,45.8542,40.4086,
255,Tres Passos,BR,289.27,moderate rain,-27.4556,-53.9319,
256,Srednekolymsk,RU,277.84,scattered clouds,67.45,153.6833,
257,Quatre Cocos,MU,294.21,clear sky,-20.2078,57.7625,
258,Aleksandrovskoye,RU,290.77,broken clouds,44.7142,43.0008,
260,Sorland,NO,280.07,broken clouds,67.667,12.6934,
261,Lata,PT,289.42,overcast clouds,40.1629,-8.3327,
264,Harper,LR,297.75,moderate rain,4.375,-7.7169,
265,Port Angeles,US,290.21,overcast clouds,48.1181,-123.4307,
267,Padang,ID,296.18,overcast clouds,-0.9492,100.3543,
268,Denpasar,ID,298.96,few clouds,-8.65,115.2167,
271,Yokadouma,CM,293.45,moderate rain,3.5167,15.05,
272,Guerrero Negro,MX,294.72,scattered clouds,27.9769,-114.0611,
273,Rio Gallegos,AR,280.18,scattered clouds,-51.6226,-69.2181,
